1,1,53.41,54.3,122.6,68.46000000000001,1,1,1.0
1,2,316.5,1.39,393.12,114.11,1,1,1.0
1,3,101.56,0.0,212.46999999999997,62.5,1,1,1.0
2,1,33.27,50.72,122.6,68.46000000000001,1,1,1.0
2,2,316.5,1.39,393.12,114.11,1,1,1.0
2,3,101.56,0.0,212.46999999999997,62.5,1,1,1.0
3,1,14.93,49.38,122.6,68.46000000000001,1,1,1.0
3,2,316.5,1.39,393.12,114.11,1,1,1.0
3,3,101.56,0.0,212.46999999999997,62.5,1,1,1.0
4,1,0.16,44.9,122.60000000000001,68.46000000000001,1,1,1.0
4,2,316.5,1.39,393.12,114.11,1,1,1.0
4,3,101.56,0.0,212.46999999999997,62.5,1,1,1.0
5,1,0.16,44.9,94.44,54.6,1,1,1.0
5,2,316.5,1.39,393.12,114.11,1,1,1.0
5,3,101.56,0.0,212.46999999999997,62.5,1,1,1.0
6,1,0.16,44.9,77.84,51.00000000000001,1,1,1.0
6,2,316.5,1.39,393.12,114.11,1,1,1.0
6,3,101.56,0.0,212.46999999999997,62.5,1,1,1.0
7,1,0.16,44.9,58.64,45.6,1,1,1.0
7,2,316.5,1.39,393.12,114.11,1,1,1.0
7,3,101.56,0.0,212.46999999999997,62.5,1,1,1.0
8,1,0.16,44.9,44.34,40.699999999999996,1,1,1.0
8,2,316.5,1.39,393.12,114.11,1,1,1.0
8,3,101.56,0.0,212.46999999999997,62.5,1,1,1.0
9,1,0.16,44.9,28.64,36.699999999999996,1,1,1.0
9,2,316.5,1.39,393.12,114.11,1,1,1.0
9,3,101.56,0.0,212.46999999999997,62.5,1,1,1.0
10,1,0.16,44.9,16.54,35.4,1,1,1.0
10,2,316.5,1.39,393.12,114.11,1,1,1.0
10,3,101.56,0.0,212.46999999999997,62.5,1,1,1.0
11,4,856.26,156.11,103.74000000000001,113.19999999999999,1,1,1.0
11,2,316.5,1.39,393.12,114.11,1,1,1.0
11,3,101.56,0.0,212.46999999999997,62.5,1,1,1.0
12,4,821.0,156.11,139.0,113.19999999999999,1,1,1.0
